CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,ZipCode,Gender,Age,JoinDate,LastPurchaseDate,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,Hobbies,AccountCreationDate,AccountStatus,LastUpdated,Notes,ReferrerID,PromotionalEmails,FeedbackRating
Cust_11,Cassandra,Allen,shane.snyder@yahoo.com,(709)500-4382x79207,"9053 Joseph Way Suite 383 West Angela, CT 83673",Smithburgh,Colorado,Brazil,,Female,62,14-07-2024,,7402.54,453,,Platinum,PayPal,Married,High School,Engineer,Reading,,,26-03-2024,,,FALSE,1
Cust_12,Stephanie,Jackson,aaron.smith@None,3146344908,"56575 Farley Grove Suite 963 South Susanchester, WV 34632",Port Michael,Tennessee,Armenia,,Female,37,,27-06-2024,8250.04,,,Bronze,Credit Card,,Master,,,09-06-2024,Active,08-09-2024,Soon language.,Cust_8518,TRUE,4.7
Cust_13,Mary,Green,christian.johnson@None,2595118882,Unit 2892 Box 3870 DPO AP 11212,Stephensonport,Kansas,French Guiana,97917,,,,,6437.89,,8,Gold,PayPal,,High School,Engineer,Traveling,04-09-2024,Active,26-05-2024,Hot represent plant.,,FALSE,3.6
Cust_14,Shawn,Carter,lindsey.landry@gmail.com,001-506-314-4349,"PSC 7341, Box 5118 APO AA 40441",South Kathryn,Nevada,Saint Martin,24084,,37,,,4516.81,3,,Gold,Debit Card,Married,,Teacher,Sports,12-05-2024,Active,28-05-2024,,Cust_7101,FALSE,
Cust_15,Vanessa,Mitchell,mark.le@gmail.com,744.834.5908,"6898 Collier Motorway Suite 432 North Troy, ID 01937",Mirandaland,West Virginia,Qatar,55387,Male,,15-06-2024,02-02-2024,6579.71,267,12,Gold,,Divorced,,,Music,03-04-2024,Active,08-02-2024,To remember stuff.,,FALSE,3.2
Cust_16,Paul,Diaz,heather.bush@outlook.com,744-998-0626,"9894 Olson Crossroad North Stephanie, UT 96579",Deniseland,Kansas,Tuvalu,76330,Male,,,05-02-2024,5585.33,,,Bronze,PayPal,Divorced,,Teacher,Traveling,25-01-2024,Inactive,20-08-2024,,Cust_8128,TRUE,4.2
Cust_17,Amanda,Patterson,jeremy.ferguson@outlook.com,001-286-323-0136x133,"5762 Oneal Lights New Edward, TX 21977",Port Michellefort,Hawaii,Korea,85416,Female,45,,13-05-2024,4373.66,468,,Gold,PayPal,,Master,Engineer,Reading,10-09-2024,Inactive,07-02-2024,Less nearly effort.,Cust_7045,FALSE,
Cust_18,Virginia,Anderson,howard.bryan@None,+1-522-650-1733x3513,"965 Davis Mews Apt. 453 South Evan, MO 86134",East Kimberly,Tennessee,Madagascar,,Male,,,06-10-2024,6093.27,276,,Gold,PayPal,Married,Bachelor,Other,Sports,,Inactive,26-06-2024,,Cust_3205,TRUE,1.1
Cust_19,Scott,Henderson,michael.baker@outlook.com,550-969-4523,"0765 David Courts Apt. 580 Allenmouth, MN 20309",South Jason,Illinois,Central African Republic,52833,,,,08-10-2024,7645.87,89,,Gold,PayPal,,High School,,Traveling,04-04-2024,Inactive,30-01-2024,Expert side clearly.,Cust_828,TRUE,
Cust_20,Debra,Beck,joshua.robinson@outlook.com,812-973-6755,"78188 Klein Isle Suite 655 North Micheleborough, VA 32498",Clarkbury,Mississippi,British Virgin Islands,73870,Female,46,,23-03-2024,8821.95,,,Platinum,PayPal,,Bachelor,Teacher,Music,,Inactive,04-09-2024,Land anything.,Cust_2227,FALSE,
Cust_21,Felicia,Crawford,eric.martinez@gmail.com,+1-232-307-5832x368,"605 Kyle Mountains West Margaret, NC 09146",Cunninghambury,Iowa,Guinea,,Male,51,16-05-2024,12-10-2024,2462.03,140,,Platinum,Debit Card,Divorced,Bachelor,Teacher,Traveling,,Active,11-03-2024,,,TRUE,1.3
Cust_22,Michael,Robbins,richard.bryan@yahoo.com,(481)431-7063x28977,Unit 9650 Box 1489 DPO AE 31155,Jasonbury,Michigan,Congo,31359,,63,25-03-2024,,5170.09,,5,Bronze,Debit Card,Married,Bachelor,Other,Sports,,Inactive,17-05-2024,,,FALSE,4.9
Cust_23,Kimberly,Romero,robert.white@yahoo.com,+1-733-896-1707x738,"64763 Jessica Haven North Alexandriashire, MH 71708",Brandyburgh,Massachusetts,Jamaica,83677,Male,22,,07-04-2024,8406.04,317,9,Bronze,Debit Card,Married,,Engineer,Reading,,,15-06-2024,Order minute.,,FALSE,4.8
Cust_24,Bryan,Davies,kevin.patel@None,+1-848-469-3715x01926,"6695 Gerald Loaf Holdershire, UT 91504",Jamesstad,Connecticut,Angola,55411,Female,26,21-05-2024,,3249.78,,,Bronze,Debit Card,Married,High School,Other,Reading,,,08-10-2024,Quite see open once.,,FALSE,
Cust_25,Paul,Sanchez,jon.johnson@yahoo.com,001-396-447-0572x68004,"1574 Morgan Row Suite 824 East Cindyton, SC 80862",West Jesus,Washington,Aruba,91135,,25,,01-03-2024,8025.4,298,10,Silver,,Single,Bachelor,Teacher,,07-02-2024,Inactive,18-09-2024,Election sure.,,TRUE,
Cust_26,Pam,Wright,hector.walters@gmail.com,(858)790-7850,"558 Cross Union Lake Ralph, WI 63800",South Jeffery,Maryland,Burkina Faso,,Male,,,21-05-2024,9344.05,427,9,Platinum,PayPal,Single,Bachelor,Teacher,Reading,13-06-2024,,09-06-2024,,Cust_8221,TRUE,1.3
Cust_27,Lance,Cooper,robyn.wright@yahoo.com,861-370-1312,Unit 0152 Box 7241 DPO AE 43031,South Lynnmouth,Oregon,Yemen,,,45,03-05-2024,28-06-2024,9551.22,292,2,Bronze,Credit Card,Single,High School,Engineer,Sports,,,10-04-2024,,Cust_3879,TRUE,4.2
Cust_28,Stacey,Hernandez,stephanie.smith@yahoo.com,(225)716-2328,"072 Carlson Place North Nicole, ID 98098",Christopherfort,Alabama,Ghana,,,35,14-10-2024,,1765.23,,,Silver,Debit Card,Divorced,Bachelor,Doctor,Traveling,,,16-02-2024,Truth wind board.,,TRUE,
Cust_29,Nathan,Hill,mike.martinez@outlook.com,252.606.5381,"0116 Jerry Skyway Suite 821 East Matthew, AK 65246",Colemanbury,West Virginia,Tanzania,,Female,49,14-02-2024,,2100.99,,6,Platinum,,Married,High School,Doctor,,,Inactive,02-09-2024,,Cust_7087,FALSE,1.5
Cust_30,Haley,Riley,jonathan.miller@gmail.com,9559763646,USS Kaiser FPO AA 77617,Andreaburgh,Tennessee,Jersey,,Female,,13-01-2024,15-06-2024,7212.49,,10,Gold,Debit Card,Single,,Doctor,,,Inactive,20-03-2024,,,FALSE,2.3
Cust_31,James,Phillips,martha.maxwell@yahoo.com,+1-574-998-7822x1052,"91588 Robert Ports Suite 681 South Jadeshire, OH 91986",Port Whitneyview,North Carolina,Puerto Rico,13971,Male,,,,2573.11,243,,,Credit Card,Married,Bachelor,Other,Traveling,,,10-04-2024,,,FALSE,
Cust_32,Chelsey,Mcpherson,teresa.arnold@outlook.com,+1-869-873-4811x725,"8068 Singh Ranch Apt. 181 East Claireton, TN 68532",East Kimberly,Alaska,Benin,,Male,57,13-10-2024,,5372.44,,12,Silver,,,Bachelor,Teacher,Traveling,,,15-01-2024,Military describe.,,FALSE,1.8
Cust_33,David,Calderon,anne.johnson@gmail.com,(550)248-2816,"580 Kevin Path Apt. 382 West Natalieshire, ID 24504",South Stephen,Nebraska,Bermuda,48008,,,,10-08-2024,129.09,412,,Gold,Credit Card,,High School,Doctor,Reading,07-08-2024,Active,07-02-2024,,,TRUE,
Cust_34,Charles,Jackson,michelle.smith@outlook.com,245.422.2150x2334,Unit 5308 Box 1861 DPO AE 60127,East John,Utah,Turkmenistan,32533,Male,59,17-05-2024,,466.54,,,Bronze,Debit Card,Married,Master,Doctor,Traveling,,,24-05-2024,See peace baby lay.,Cust_6436,FALSE,
Cust_35,Michelle,Ramirez,heather.medina@gmail.com,+1-480-426-3113x3264,"98301 Mcdaniel Mills Suite 797 Blackwellview, MS 22081",North Jessica,Connecticut,Kyrgyz Republic,48367,,,12-02-2024,,2249,,4,,Debit Card,Married,Bachelor,,Reading,04-02-2024,,18-05-2024,,,TRUE,
Cust_36,Sean,Gordon,hannah.fischer@yahoo.com,(806)923-9818x093,"69618 Elliott Mission New Christopher, WV 42968",Port Catherinebury,Montana,American Samoa,74700,Female,30,16-01-2024,19-04-2024,3921.43,,,Bronze,,,High School,,,11-10-2024,,24-03-2024,Agency brother turn.,Cust_4761,TRUE,4.1
Cust_37,Robert,Barnes,linda.henry@yahoo.com,+1-325-989-5687x326,"301 Joshua Via Lake Marcus, RI 68188",Christopherstad,Montana,Bahrain,,,,,,3411.25,,,,Credit Card,Divorced,,Other,Traveling,14-03-2024,Active,13-03-2024,,Cust_8976,TRUE,1.5
Cust_38,Juan,Nguyen,jennifer.thomas@gmail.com,(622)222-0167,"580 Olivia Ferry Apt. 756 New Brett, WI 13655",Marissaland,Georgia,Myanmar,,Male,,,,511.86,135,3,Silver,Credit Card,Divorced,Master,Doctor,Sports,26-08-2024,,26-07-2024,,,FALSE,4.7
Cust_39,Maria,Bowman,hannah.anderson@None,532-447-4348x679,"3066 Wang Point Suite 746 Blairborough, SD 56557",East Chadside,West Virginia,Bulgaria,,Male,50,,24-04-2024,4019.69,,2,Platinum,,Divorced,,Doctor,,,,07-07-2024,,,TRUE,
Cust_40,Lynn,Mitchell,bradley.burns@outlook.com,823.914.1864x05997,USS Morton FPO AE 33502,Port Lori,Maine,Egypt,,Female,,02-06-2024,02-03-2024,9142.93,266,9,,,Single,,Doctor,,13-08-2024,Active,23-08-2024,Individual raise.,Cust_3449,FALSE,2.2
Cust_41,Albert,Williams,david.castillo@yahoo.com,441-799-6854x75008,"65201 Bean Hill Nicoleberg, NY 70516",Griffithhaven,Louisiana,Tonga,,,27,08-09-2024,,8933.77,38,9,Gold,PayPal,Single,Bachelor,,Reading,,Inactive,24-03-2024,Financial keep such.,Cust_22,TRUE,3.3
Cust_42,Kristina,Howard,kenneth.moore@None,(950)297-8785,"690 Ross Land Port Jamesport, MI 15942",West Thomasberg,Maryland,India,,Male,46,,24-09-2024,7221.99,423,11,Bronze,PayPal,,Bachelor,,Music,13-05-2024,Inactive,09-05-2024,Short support.,Cust_5722,TRUE,1.9
Cust_43,Barbara,Hamilton,daniel.mercer@outlook.com,450.412.3519,"398 Cook Stravenue Suite 913 Port Keith, MA 53737",North David,Georgia,Slovenia,98623,,58,,,2480.43,82,,Silver,,,Bachelor,Teacher,,26-05-2024,Active,14-08-2024,,Cust_9368,FALSE,
Cust_44,James,Berry,stephanie.duke@None,556.651.2521,"61002 Charles Port Port Jennifershire, TX 27488",Port Edwardbury,North Dakota,Belgium,,Female,,,,6939.69,,3,Gold,PayPal,Divorced,Master,Other,Sports,13-07-2024,,03-09-2024,,,FALSE,
Cust_45,Corey,Lee,kenneth.drake@None,893-441-3701x685,"4644 Hayes Camp Suite 194 East Albert, HI 29977",Sandraport,North Dakota,Cape Verde,,Male,57,27-04-2024,,7010.36,,,Platinum,,Married,,Other,Sports,03-01-2024,Inactive,08-04-2024,,Cust_4202,TRUE,2.9
Cust_46,Cheyenne,Larsen,ashley.frye@yahoo.com,805.299.1535,"536 Charles Branch New Danielle, KS 38197",Eugenefurt,Oklahoma,Aruba,21232,Male,,,13-08-2024,5533.05,271,,Gold,Credit Card,Single,,,Reading,,,25-03-2024,Cost like your.,,FALSE,
Cust_47,Loretta,Roberson,kathryn.walker@outlook.com,333.925.6189x3174,"12213 Rachel Courts West Timothy, IL 91515",Jacobsburgh,Montana,Libyan Arab Jamahiriya,,Male,33,10-05-2024,,5098.34,287,11,Silver,PayPal,Divorced,High School,Other,Music,03-04-2024,Inactive,20-02-2024,Become indicate.,,TRUE,4.3
Cust_48,Samantha,Hawkins,clayton.logan@yahoo.com,9307994308,"PSC 0049, Box 7720 APO AE 05742",Lake Ambermouth,Oklahoma,Turkey,76212,Male,,,13-06-2024,5277.28,,,Silver,PayPal,Married,High School,,Music,,,14-03-2024,Close similar.,Cust_7512,TRUE,1.1
Cust_49,Laura,Barnes,debbie.smith@None,605-201-9364,"5340 Tiffany Point Morganshire, ME 02229",Port Susan,Minnesota,Australia,,,65,,16-03-2024,7647.46,281,9,Silver,PayPal,Single,Master,,Music,30-03-2024,Inactive,06-09-2024,,Cust_8370,TRUE,
Cust_50,Erica,Sanders,levi.brown@gmail.com,001-534-452-7515x725,"25129 Brian Divide North Daniel, FM 13092",East Alicia,North Dakota,Lao People's Democratic Republic,83834,Female,57,23-07-2024,,4235.92,,,Bronze,PayPal,Single,Master,Doctor,,17-04-2024,,01-03-2024,Message factor see.,,TRUE,
Cust_51,Michael,Rojas,melissa.reynolds@yahoo.com,(440)310-6255,"51069 Richards Centers Suite 909 East Johnny, ND 31808",Herreratown,South Dakota,Gabon,,Male,,,,704.29,206,,Gold,Credit Card,Single,High School,Other,Sports,,Inactive,11-04-2024,Source son large.,Cust_4409,TRUE,
Cust_52,Russell,Bailey,jeremy.hall@None,(459)510-0443x71044,"5313 Stacy Highway Apt. 001 North Jessica, MP 17927",North Chad,Minnesota,India,,Male,40,25-09-2024,,1272.55,,6,Platinum,Credit Card,Married,Bachelor,Teacher,Sports,11-10-2024,Inactive,15-07-2024,Ok shoulder final.,,TRUE,
Cust_53,Fred,Mann,karen.daniels@None,+1-933-499-4081x871,"166 Jessica Trail Davisburgh, AZ 46092",South Courtney,Connecticut,Pakistan,23719,,35,02-01-2024,18-06-2024,8949.64,,,Gold,PayPal,Divorced,Bachelor,Teacher,Sports,20-08-2024,Inactive,17-09-2024,Difference military.,Cust_6910,TRUE,4.5
Cust_54,William,Richards,rachel.johnson@yahoo.com,9246559241,USNS Adams FPO AA 62477,Gallagherfort,Hawaii,Guernsey,56649,Female,,,04-04-2024,868.14,,,Bronze,PayPal,Single,High School,,,06-03-2024,,20-09-2024,Coach artist wrong.,Cust_880,FALSE,
Cust_55,Elizabeth,Buchanan,matthew.greene@outlook.com,(288)672-3614,"1965 Stanton Centers Apt. 901 North Hunter, OH 78651",North Michaelberg,West Virginia,Equatorial Guinea,,Female,53,30-03-2024,28-09-2024,224.92,271,8,Gold,Debit Card,,,Teacher,,,,16-06-2024,Story record almost.,Cust_4373,FALSE,
Cust_56,Catherine,Lam,tina.stevenson@gmail.com,(515)522-9372x5459,"73596 Nathan Station Loriland, WV 05597",Crawfordburgh,Nevada,Malawi,,,,25-07-2024,,3330.52,233,8,,PayPal,Divorced,Bachelor,Other,Sports,25-09-2024,Active,20-06-2024,Treatment young.,Cust_7384,FALSE,
Cust_57,Molly,Sanders,jamie.perry@gmail.com,(568)211-8545x44870,"19809 Banks Pines Suite 081 Robertside, WV 38149",South Taramouth,Pennsylvania,Sao Tome and Principe,88637,Female,,16-09-2024,05-03-2024,3970.89,287,6,Gold,Debit Card,,High School,Doctor,Reading,29-03-2024,Inactive,18-03-2024,This nothing.,Cust_2803,TRUE,
Cust_58,Rita,Ortiz,christopher.phillips@outlook.com,491.653.3620x082,"2039 Ortiz Neck Lake Charlenebury, FM 17377",South Jenniferberg,California,Equatorial Guinea,5241,Male,58,,11-03-2024,7221.92,296,10,,,Married,Master,,Music,28-01-2024,Active,26-01-2024,,,TRUE,2.2
Cust_59,Alexander,Walters,jose.maxwell@gmail.com,965-895-0479x2975,"815 Allison Turnpike Whitneyburgh, CT 29114",Lake Anthonyland,Delaware,Congo,,Female,,,14-05-2024,1069.53,,,Platinum,Credit Card,,Bachelor,Teacher,Reading,01-06-2024,,24-04-2024,,Cust_6444,TRUE,1.2
Cust_60,Andrew,Wilson,tracy.wilson@None,001-676-727-3244,"08974 Jeffrey Street Suite 537 East Casey, AZ 91733",North Briannaville,Iowa,Venezuela,78655,Male,56,,,4373.44,265,3,Silver,,Married,High School,Other,Music,18-03-2024,Inactive,13-05-2024,Religious baby.,Cust_7212,TRUE,
Cust_61,Mary,Walker,megan.scott@gmail.com,845.857.3672,"8233 Michael Forges Apt. 001 East Patricia, CO 78127",East Joannamouth,Connecticut,Aruba,,,,13-01-2024,28-08-2024,8020.53,,4,Bronze,Credit Card,Single,Bachelor,,Traveling,,Inactive,19-01-2024,,Cust_1897,FALSE,
Cust_62,Brooke,Carter,renee.lee@None,001-242-967-7342,"44659 Alan Street Salasborough, VI 54198",Turnerville,Georgia,Gibraltar,97476,Female,,02-10-2024,,9117.84,,,,Credit Card,Divorced,High School,Doctor,Music,23-01-2024,,31-01-2024,Week wide it suffer.,Cust_1585,FALSE,
Cust_63,Jennifer,Johnson,brandon.powell@gmail.com,910-568-8324x8751,"PSC 5762, Box 6297 APO AA 46893",North Sara,Illinois,Saint Lucia,53097,Female,,,18-07-2024,7237.83,,,Silver,PayPal,Single,,,Traveling,,,16-02-2024,Shake enjoy we put.,,FALSE,
Cust_64,Joshua,Stone,bryan.perez@gmail.com,998-520-4604,"49703 Dominguez Locks Suite 849 Chapmanville, PR 26170",Stevensmouth,New Jersey,Venezuela,62577,Male,22,04-03-2024,14-01-2024,2530.96,,3,Gold,Debit Card,Single,High School,Doctor,Sports,12-05-2024,,11-06-2024,TV box view assume.,Cust_8932,TRUE,
Cust_65,Edwin,Lopez,julie.reyes@yahoo.com,440.838.5806,"129 Robert Trail Suite 664 Payneville, AR 70691",South Cynthiachester,Virginia,Tokelau,,Female,68,,,8584.79,240,9,Silver,Debit Card,Married,Bachelor,Doctor,Music,,Inactive,20-08-2024,,Cust_5416,TRUE,
Cust_66,Christopher,Myers,chad.medina@yahoo.com,+1-597-571-0484x108,"3842 Sullivan Unions Apt. 950 Glasstown, PW 95119",Dwayneville,Maryland,Thailand,,Male,,24-09-2024,,6077.38,310,10,Silver,Credit Card,Single,,,Traveling,,,14-05-2024,,Cust_7067,TRUE,3.6
Cust_67,Trevor,Davis,eduardo.graham@gmail.com,001-309-871-8164x723,"199 Dalton Pike Fullermouth, OR 55099",Eileenmouth,Florida,Zambia,,Female,,23-09-2024,,6415.45,295,11,Silver,Credit Card,Married,High School,Doctor,Music,,Inactive,12-05-2024,Theory adult why.,,FALSE,2.5
Cust_68,Brett,Brown,joshua.brown@None,-2535,"9936 Stokes Ridge Walkerview, AR 86319",Port Tina,Missouri,Kenya,30104,Male,,,06-01-2024,9763.27,,,Platinum,,,Bachelor,Doctor,Traveling,,,27-06-2024,,Cust_3764,FALSE,
Cust_69,Michelle,Gonzalez,elizabeth.davis@outlook.com,(397)732-5182,"78016 Denise Dale Apt. 639 West Rebeccafurt, CO 36050",New Ariana,Florida,Sao Tome and Principe,,Female,,,14-08-2024,5931.68,,,Platinum,Credit Card,Divorced,Master,Teacher,Music,06-07-2024,Active,10-02-2024,,,TRUE,
Cust_70,Roger,Davis,michelle.browning@outlook.com,001-231-428-2180x3517,"768 Erika Way North Jill, CA 75581",Carolynside,Idaho,Vanuatu,51773,,,,27-07-2024,3233.87,,,Gold,Credit Card,,Bachelor,Other,Traveling,,,04-05-2024,,Cust_6119,TRUE,
Cust_71,Christopher,Moore,richard.wilson@yahoo.com,452.722.5011,"166 Ashley Garden North Jessicaland, AR 15862",Freemanside,Kansas,Mauritania,2722,Male,49,11-04-2024,,7004.63,,,,PayPal,Married,Master,Engineer,Reading,24-09-2024,,06-02-2024,,,FALSE,2.1
Cust_72,William,Clark,elizabeth.smith@None,450-481-3561x973,"2851 Mary Gateway Dianebury, AR 63464",West Kimberly,Delaware,Gibraltar,,Female,,06-08-2024,19-08-2024,7431.18,,10,,Debit Card,Single,Bachelor,Teacher,Reading,,,19-05-2024,,,TRUE,
Cust_73,Russell,Baker,shane.torres@yahoo.com,972-515-1867,"43538 Bennett Mission Apt. 045 East Juan, AL 05322",Angelashire,Massachusetts,Yemen,46345,Male,25,,13-05-2024,611.69,190,,Silver,,Married,High School,Doctor,Sports,25-04-2024,,13-10-2024,People forward same.,,FALSE,
Cust_74,Jeffrey,Harris,amy.bishop@outlook.com,452.425.1043,"87488 Danielle Landing North Richard, ME 17707",North Sherri,Kentucky,Rwanda,,,59,,23-09-2024,5582.41,215,3,Bronze,,,High School,,Traveling,,,08-10-2024,,Cust_2782,TRUE,2
Cust_75,Lauren,Bishop,lisa.young@outlook.com,585-293-4134,"455 Sheena Forest Suite 473 Barnettton, WI 78884",Bretthaven,New Jersey,Slovakia (Slovak Republic),47317,Male,48,05-01-2024,,2576.24,376,,,PayPal,Single,Master,,,04-03-2024,Active,29-02-2024,Data assume rock.,Cust_7240,FALSE,
Cust_76,Jesse,Travis,cynthia.ramirez@None,(686)695-0325x06207,"0941 Brown Ville Kelleyview, PW 32867",Alanport,New York,Haiti,,Female,,,29-06-2024,8699.45,,6,Silver,PayPal,,High School,Teacher,Reading,20-09-2024,,02-08-2024,,,FALSE,1.2
Cust_77,Carolyn,Smith,cynthia.davis@outlook.com,866-697-3810x38293,"822 Stacey Greens Timothyview, ND 53236",Evelynmouth,South Carolina,Andorra,,Female,,14-08-2024,25-09-2024,4183.38,,6,Silver,Debit Card,Married,Bachelor,Engineer,Reading,,Active,20-07-2024,,,FALSE,3.2
Cust_78,Jacob,Ray,jeffrey.campbell@gmail.com,592-337-8861x68289,"499 Williams Stream Suite 766 Jonathanfurt, NH 01681",Tuckerchester,Tennessee,Trinidad and Tobago,86053,Female,,,10-04-2024,5139.03,,,Bronze,PayPal,Single,Master,,Traveling,,Active,10-06-2024,Southern ever stop.,,FALSE,
Cust_79,Anthony,Alvarado,zachary.harris@gmail.com,911.346.5414,"4682 Goodwin Lane North Bonnieburgh, MP 77167",South Luis,California,Iraq,82205,,63,,,9879.64,310,,Platinum,PayPal,,Bachelor,Engineer,Sports,28-08-2024,Active,16-07-2024,Recognize live down.,Cust_4629,TRUE,
Cust_80,Frances,Khan,ian.flowers@gmail.com,953-739-6035,"9380 Bradley Ferry Suite 066 Lopezborough, FL 01493",East Davidfurt,Delaware,Martinique,,Male,58,,15-03-2024,5121.17,214,11,Platinum,Debit Card,,Bachelor,,Traveling,06-08-2024,,13-09-2024,,Cust_2642,FALSE,3.9
Cust_81,Kenneth,Herrera,jennifer.ferguson@yahoo.com,415-936-8513x3228,"PSC 6564, Box 2121 APO AE 66303",New Kellymouth,Florida,Cameroon,43002,Male,65,27-09-2024,13-06-2024,5633.67,,,,Debit Card,Married,,,Sports,03-10-2024,Active,24-08-2024,Work box summer one.,Cust_7296,TRUE,
Cust_82,Allen,Hancock,lance.garner@None,612-262-7785x9369,Unit 3343 Box 2753 DPO AA 45789,Frazierbury,New Mexico,Kazakhstan,1587,Female,48,,07-02-2024,5626,,1,Bronze,PayPal,,,,Reading,23-04-2024,,19-03-2024,Him look bag boy.,,TRUE,1.2
Cust_83,Samuel,Case,doris.carrillo@yahoo.com,+1-746-710-1556x10514,"5760 Ruiz Heights Reeveshaven, SC 23673",Angelaborough,Florida,Portugal,,Female,,30-08-2024,,1599.84,5,,Gold,,Single,Bachelor,Teacher,Reading,20-07-2024,,17-07-2024,Official laugh.,Cust_2149,FALSE,2.5
Cust_84,Charlotte,Rodriguez,jeremy.wood@yahoo.com,603.289.1986,"119 Martin Gardens Anthonyberg, AK 37284",West Jamestown,Arkansas,Morocco,27926,,48,,27-06-2024,4046.38,,,Bronze,Debit Card,Divorced,Master,Other,Traveling,14-05-2024,,06-10-2024,Address hot else.,Cust_648,FALSE,
Cust_85,Gail,Jones,kenneth.hernandez@yahoo.com,(619)656-5405x67078,"727 King Isle South Eric, KS 10544",Millertown,Maine,Spain,32433,Female,46,04-04-2024,,7546.21,318,,Platinum,,Single,High School,Other,Music,,Inactive,14-06-2024,Open avoid power.,Cust_434,TRUE,
Cust_86,Luke,Whitney,james.gross@yahoo.com,001-722-638-5333x88462,"088 Lara Hollow Bethanystad, OK 77344",West Melissaport,Idaho,Honduras,,,,13-03-2024,,353.84,277,,Platinum,PayPal,Divorced,,,Sports,,,23-04-2024,Quality water.,Cust_5298,FALSE,2.7
Cust_87,Diane,Roberts,vincent.clark@outlook.com,6052068818,Unit 1372 Box 8682 DPO AE 57489,Jensenfort,New Jersey,Ecuador,18189,,39,,,973.05,,5,Gold,Debit Card,Divorced,,Doctor,Traveling,19-09-2024,Inactive,13-10-2024,Your available land.,,FALSE,
